,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
6842,Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61
5896,Scion,iM,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,105
2794,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385
10787,Subaru,Tribeca,2012,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
4436,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,11,1385
4702,Pontiac,Firebird,2002,premium unleaded (required),310.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16,210
1884,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873
9641,Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,20,15,1385
2446,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851
5128,Infiniti,G20,2002,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,23,20,190
5189,Pontiac,G6,2009,regular unleaded,221.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210
10590,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,23,20,1385
4411,Ford,Explorer,2017,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,22,16,5657
2709,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,25,17,617
8157,Dodge,Ram Pickup 1500,2008,regular unleaded,345.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,17,13,1851
5653,Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873
5058,Infiniti,FX,2011,premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,16,190
5054,Infiniti,FX45,2007,premium unleaded (required),320.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,13,190
5304,Mercedes-Benz,GLA-Class,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,33,24,617
10645,Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657
7442,Buick,Park Avenue,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155
8980,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,1439
5162,Infiniti,G37,2008,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,18,190
1140,GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549
4728,Ford,Five Hundred,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,19,5657
10649,Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657
219,Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1013
11714,Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481
5739,Toyota,Highlander,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,2031
4508,Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,21,15,5657
7943,Infiniti,QX70,2015,premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190
6454,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258
5302,Mercedes-Benz,GLA-Class,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,32,24,617
4215,Ford,Escort,2003,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,30,23,5657
1408,Nissan,Altima,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,32,22,2009
2440,Toyota,Celica,2005,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21,2031
1603,Toyota,Avalon,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,21,2031
4968,Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009
11820,Toyota,Yaris,2016,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,30,2031
3415,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,28,22,586
11045,Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,13,2031
3810,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,5657
562,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819
3636,Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851
545,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,34,28,819
1382,Audi,allroad,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105
9216,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031
7028,Nissan,Murano,2015,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009
4885,Kia,Forte,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,25,1720
10176,Toyota,Tacoma,2015,regular unleaded,236.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,21,17,2031
11471,Subaru,WRX,2017,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640
8867,Audi,S4,2015,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105
5012,Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,21,15,2009
6007,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873
10794,Mazda,Tribute Hybrid,2008,regular unleaded,133.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,27,29,586
3343,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586
2774,Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385
1358,Oldsmobile,Alero,2003,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,30,21,26
3067,Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202
4070,Chevrolet,Equinox,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,1385
149,BMW,3 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916
6126,Volkswagen,Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,28,873
5612,Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873
4455,Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,19,15,5657
3736,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,12,5657
10488,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,204
10716,Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657
10727,Ford,Transit Wagon,2017,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657
4915,Ford,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657
9208,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031
9425,Oldsmobile,Silhouette,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,22,16,26
8940,Volvo,S80,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26,870
10415,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,26,21,873
10767,Chevrolet,Trax,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,1385
8984,Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,1439
4402,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657
11083,Chevrolet,Uplander,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,23,16,1385
4480,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,23,17,5657
2805,Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385
8510,Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720
6752,Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,27,21,586
2797,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,1385
4041,Suzuki,Equator,2010,regular unleaded,152.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,23,19,481
3470,Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Compact,Extended Cab Pickup,18,14,1851
7802,Infiniti,Q50,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,22,190
3623,Dodge,Durango,2016,premium unleaded (recommended),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,22,14,1851
1568,Oldsmobile,Aurora,2002,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,16,26
4740,Ford,Five Hundred,2007,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,19,5657
1799,Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873
3992,GMC,Envoy XL,2005,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,19,13,549
3431,Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,19,15,1851
708,Mazda,6,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,586
1540,Cadillac,ATS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Compact,Sedan,30,21,1624
1933,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,25,873
845,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,376
3150,Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,42,28,1385
11039,Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,13,2031
8577,Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009
8498,Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202
8198,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,19,14,1851
9820,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,1720
1881,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873
9608,Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,22,16,1385
4021,GMC,Envoy,2009,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,549
8521,Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720
11540,Scion,xA,2006,regular unleaded,103.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,27,105
3082,Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202
4790,Ford,Focus,2016,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26,5657
5893,Subaru,Impreza,2017,regular unleaded,152.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,27,640
3378,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586
5476,Pontiac,Grand Am,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,30,22,210
7205,Volkswagen,New Beetle,2009,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,28,20,873
3112,Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202
5908,Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202
11709,Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481
4726,Ford,Five Hundred,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,23,17,5657
1927,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873
3419,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,20,15,1851
4197,Ford,Escape,2016,premium unleaded (recommended),178.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,22,5657
1611,Dodge,Avenger,2012,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,20,1851
3417,Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,27,21,586
6850,Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,20,61
7481,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,25,873
8905,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,870
9643,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
5618,Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873
10207,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,17,2031
5386,Volkswagen,Golf GTI,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873
6895,Lincoln,MKZ Hybrid,2011,regular unleaded,191.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,36,41,61
2012,Oldsmobile,Bravada,2002,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,14,26
2803,Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20,1385
3630,Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,25,18,1851
3833,Hyundai,Elantra Coupe,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,37,27,1439
3363,Mazda,CX-5,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,586
1744,Mazda,B-Series,2001,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,18,14,586
8670,Lexus,RX 330,2006,regular unleaded,223.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,16,454
1137,GMC,Acadia Limited,2017,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549
6128,Volkswagen,Jetta,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873
4016,GMC,Envoy,2008,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,549
131,BMW,3 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,33,22,3916
4462,Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,14,5657
9145,Cadillac,Seville,2004,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,24,16,1624
7041,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009
2000,Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,1720
10592,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,4dr SUV,20,17,1385
8851,Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105
9481,Chevrolet,Silverado 1500 Classic,2007,regular unleaded,295.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,19,14,1385
10604,Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,19,14,1385
1480,Chevrolet,Astro Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Minivan,20,15,1385
5711,Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385
8009,Volkswagen,Rabbit,2009,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,20,873
8855,Volvo,S40,2009,premium unleaded (recommended),227.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,Sedan,26,18,870
11455,Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,28,21,640
4547,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,26,19,5657
5100,Infiniti,G Sedan,2011,premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,19,190
7907,Nissan,Quest,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,27,20,2009
3955,Buick,Encore,2017,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,155
11699,Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,481
4031,Volkswagen,Eos,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,,Compact,Convertible,30,22,873
7669,Toyota,Prius c,2015,regular unleaded,99.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031
5301,Mercedes-Benz,GLA-Class,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,35,25,617
575,FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,25,819
2941,Toyota,Corolla,2016,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,28,2031
6402,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640
10518,Pontiac,Torrent,2008,regular unleaded,264.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Performance",Compact,4dr SUV,24,16,210
10615,Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,1385
5902,Honda,Insight,2012,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202
9532,Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,1385
2403,Volkswagen,CC,2015,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,21,873
1797,Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873
5466,Volkswagen,Golf,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,25,873
5204,Genesis,G80,2017,regular unleaded,311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,16,21
11627,Volvo,XC90,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,26,22,870
8995,Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,17,1439
4538,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,26,19,5657
3109,Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202
4372,Ford,Explorer Sport Trac,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,19,13,5657
10565,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1013
3741,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657
10996,Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,13,2031
